0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	100.000000000	
0.000000000	1.982959049	4.395524805	7.955267773	14.323825339	28.178332197	64.655431494	78.416273192	84.587624549	87.824262902	89.746433307	90.996942259	91.865052173	92.496272856	92.970925868	93.336805613	93.624113242	93.852875356	94.036898254	94.186004140	94.307360267	94.406302797	94.486865875	94.552131655	94.604467619	94.645690553	94.677181298	94.699965383	94.714769159	94.722057591	94.722057591	
0.000000000	3.536313725	7.643875724	13.101725140	21.161706334	33.734077563	52.027126774	64.422043420	72.109969234	76.963001265	80.164535903	82.376291678	83.967001946	85.149121968	86.050633772	86.752192266	87.306781056	87.750499103	88.108722792	88.399767390	88.637143549	88.830994520	88.989038563	89.117202681	89.220057853	89.301122898	89.363078871	89.407920701	89.437063292	89.451413246	89.451413246	
0.000000000	4.518423389	9.541943397	15.646055699	23.487202961	33.569151227	45.296961435	55.134811757	62.467215374	67.753245035	71.572425679	74.376695184	76.477550771	78.082588296	79.330304154	80.314557929	81.100329040	81.733626735	82.247736037	82.667208764	83.010461764	83.291502963	83.521101008	83.707592513	83.857448098	83.975674215	84.066100498	84.131585171	84.174159979	84.195128768	84.195128768	
0.000000000	4.995440421	10.359423584	16.453356822	23.571904739	31.758369649	40.456763151	48.353034374	54.870843403	60.010346067	63.995235107	67.080521354	69.483926604	71.373385405	72.873445878	74.075415640	75.046359934	75.835952340	76.481395512	77.010879583	77.446001546	77.803464367	78.096279831	78.334628128	78.526477689	78.678035257	78.794073635	78.878169406	78.932872580	78.959822971	78.959822971	
0.000000000	5.103919228	10.446958927	16.236049124	22.588695926	29.435666348	36.418694425	42.949726823	48.652785748	53.422068943	57.317655779	60.466237169	63.004257706	65.053589810	66.714687409	68.067308022	69.173752005	70.082436545	70.831023515	71.448921989	71.959209990	72.380082680	72.725935399	73.008172074	73.235808881	73.415925103	73.553998995	73.654155853	73.719347577	73.751477168	73.751477168	
0.000000000	4.973282420	10.088449233	15.455190801	21.111169927	26.976912230	32.832628566	38.374400236	43.368511574	47.707496148	51.387090062	54.462522172	57.013285721	59.122037320	60.864414628	62.305385826	63.498912384	64.489027243	65.311348989	65.994583883	66.561842792	67.031730034	67.419216098	67.736324987	67.992669767	68.195866390	68.351850499	68.465116540	68.538893806	68.575270047	68.575270047	
0.000000000	4.700766233	9.478370287	14.385100850	19.423887057	24.528190708	29.560514282	34.346741131	38.739371524	42.652321557	46.060693849	48.983483566	51.464333631	53.556867161	55.315556078	56.790916459	58.027492708	59.063419347	59.930769645	60.656230124	61.261855644	61.765786968	62.182882386	62.525250429	62.802687231	63.023028615	63.192428489	63.315574416	63.395849464	63.435447560	63.435447560	
0.000000000	4.351417248	8.739170229	13.182960988	17.671092757	22.151455526	26.534503201	30.712685143	34.589918659	38.101731667	41.219887285	43.946391787	46.303705338	48.325548946	50.050033460	51.515238668	52.756730127	53.806395309	54.692087661	55.437718888	56.063570270	56.586687394	57.021283641	57.379114707	57.669807710	57.901139938	58.079268013	58.208910747	58.293489641	58.335230725	58.335230725	
0.000000000	3.965737420	7.943937560	11.936485511	15.926073054	19.872041208	23.713363776	27.379583636	30.805892464	33.944805425	36.770738178	39.278497368	41.478553457	43.391596341	45.043796701	46.463281214	47.677800434	48.713350735	49.593473447	50.338994156	50.968025818	51.496115366	51.936456747	52.300123713	52.596295626	52.832462072	53.014599526	53.147317557	53.233974258	53.276761590	53.276761590	
