
200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	
200.000000	199.642319	199.284637	198.926926	198.569077	198.210892	197.852036	197.491974	197.129990	196.765121	196.396103	196.021332	195.638794	195.246033	194.840012	194.417038	193.972549	193.500992	192.995499	192.447464	191.846100	191.177582	190.423935	189.561356	188.557556	187.367523	185.926575	184.138062	181.850876	178.815002	174.586777	168.306900	158.124542	139.531113	99.999985	0.000000	
200.000000	199.284637	198.569305	197.853989	197.138504	196.422485	195.705276	194.985886	194.262894	193.534409	192.797974	192.050415	191.287827	190.505341	189.697006	188.855576	187.972183	187.035950	186.033524	184.948273	183.759354	182.440277	180.956802	179.263947	177.301346	174.985992	172.200729	168.774811	164.450424	158.822388	151.225235	140.516296	124.660179	99.999954	60.468830	0.000000	
200.000000	198.926926	197.853989	196.781235	195.708496	194.635284	193.560715	192.483383	191.401291	190.311676	189.210953	188.094559	186.956757	185.790482	184.587112	183.336105	182.024658	180.637131	179.154373	177.552750	175.802795	173.867386	171.699066	169.236313	166.397888	163.074402	159.115555	154.310013	148.353638	140.798904	130.975464	117.872887	99.999916	75.339699	41.875385	0.000000	
200.000000	198.569077	197.138504	195.708496	194.278961	192.849442	191.418915	189.985672	188.547211	187.100052	185.639633	184.160110	182.654160	181.112747	179.524857	177.877090	176.153214	174.333542	172.394119	170.305573	168.031708	165.527390	162.735779	159.584381	155.979477	151.798187	146.877106	140.996063	133.855209	125.044151	114.004822	99.999870	82.126907	59.483555	31.693016	0.000000	
200.000000	198.210892	196.422485	194.635284	192.849442	191.064636	189.279846	187.493195	185.701828	183.901703	182.087433	180.252106	178.387039	176.481522	174.522491	172.494186	170.377579	168.149734	165.782974	163.243729	160.491074	157.474701	154.132294	150.385971	146.137482	141.261765	135.598633	128.941956	121.026993	111.517677	99.999817	85.994865	69.024292	48.774597	25.413126	0.000000	
200.000000	197.852036	195.705276	193.560715	191.418915	189.279846	187.142639	185.005447	182.865219	180.717499	178.556305	176.373871	174.160385	171.903793	169.589417	167.199600	164.713181	162.104858	159.344330	156.395325	153.214172	149.748047	145.932739	141.689758	136.922699	131.512787	125.313721	118.146126	109.793144	99.999756	88.481895	74.955490	59.200813	41.177414	21.184889	0.000000	
200.000000	197.491974	194.985886	192.483383	189.985672	187.493195	185.005447	182.520767	180.036087	177.546783	175.046448	172.526672	169.976837	167.383835	164.731781	162.001633	159.170715	156.212173	153.094177	149.779083	146.222244	142.370575	138.160858	133.517624	128.350769	122.552986	115.997330	108.535698	99.999702	90.206322	78.972534	66.144394	51.646053	35.549362	18.149017	0.000000	
200.000000	197.129990	194.262894	191.401291	188.547211	185.701828	182.865219	180.036087	177.211609	174.387131	171.556046	168.709564	165.836472	162.922943	159.952255	156.904434	153.755905	150.478943	147.041138	143.404617	139.525162	135.351181	130.822510	125.869125	120.409790	114.351067	107.586906	99.999649	91.463654	81.853294	71.057533	59.003502	45.689648	31.224960	15.861817	0.000000	
200.000000	196.765121	193.534409	190.311676	187.100052	183.901703	180.717499	177.546783	174.387131	171.234100	168.081070	164.919067	161.736557	158.519241	155.249878	151.907974	148.469528	144.906586	141.186844	137.273087	133.122604	128.686478	123.908905	118.726570	113.068192	106.854599	99.999596	92.412338	84.001984	74.685661	64.400818	53.122429	40.884075	27.799015	14.073291	0.000000	
200.000000	196.396103	192.797974	189.210953	185.639633	182.087433	178.556305	175.046448	171.556046	168.081070	164.615082	161.149094	157.671432	154.167587	150.620026	147.008072	143.307648	139.491028	135.526550	131.378296	127.005707	122.363228	117.400070	112.060059	106.281822	99.999550	93.144547	85.648132	77.446281	68.486549	58.737652	48.201324	36.925213	25.013735	12.632332	0.000000	
200.000000	196.021332	192.050415	188.094559	184.160110	180.252106	176.373871	172.526672	168.709564	164.919067	161.149094	157.390808	153.632523	149.859650	146.054596	142.196671	138.261978	134.223343	130.050064	125.707863	121.158691	116.360664	111.268105	105.831779	99.999504	93.717224	86.930908	79.589378	71.648460	63.076614	53.861919	44.020012	33.601719	22.698380	11.442302	0.000000	
200.000000	195.638794	191.287827	186.956757	182.654160	178.387039	174.160385	169.976837	165.836472	161.736557	157.671432	153.632523	149.608215	145.583923	141.542053	137.462021	133.320282	129.090286	124.742500	120.244408	115.560539	110.652641	105.479904	99.999458	94.167183	87.938950	81.272499	74.130005	66.481575	58.309528	49.613400	40.415092	30.763273	20.735764	10.438497	0.000000	
200.000000	195.246033	190.505341	185.790482	181.112747	176.481522	171.903793	167.383835	162.922943	158.519241	154.167587	149.859650	145.583923	141.325790	137.067673	132.789093	128.466843	124.075035	119.585258	114.966721	110.186432	105.209473	99.999420	94.518974	88.730820	82.598900	76.090126	69.176582	61.838318	54.066528	45.867065	37.263687	28.300516	19.042908	9.575920	0.000000	
200.000000	194.840012	189.697006	184.587112	179.524857	174.522491	169.589417	164.731781	159.952255	155.249878	150.620026	146.054596	141.542053	137.067673	132.613770	128.159866	123.682976	119.157753	114.556786	109.850800	105.008995	99.999390	94.789345	89.346207	83.638229	77.635719	71.312531	64.647896	57.628578	50.251205	42.524651	34.472069	26.132198	17.559433	8.822276	0.000000	
200.000000	194.417038	188.855576	183.336105	177.877090	172.494186	167.199600	162.001633	156.904434	151.907974	147.008072	142.196671	137.462021	132.789093	128.159866	123.553658	118.947449	114.316231	109.633331	104.870712	99.999367	94.989761	89.812363	84.438293	78.840187	72.993225	66.876389	60.473904	53.776897	46.785065	39.508263	31.967745	24.196777	16.240349	8.153752	0.000000	
200.000000	193.972549	187.972183	182.024658	176.153214	170.377579	164.713181	159.170715	153.755905	148.469528	143.307648	138.261978	133.320282	128.466843	123.682976	118.947449	114.236923	109.526405	104.789604	99.999352	95.128006	90.147942	85.032051	79.754410	74.291000	68.620613	62.725891	56.594433	50.220043	43.603897	36.755596	29.693871	22.446817	15.051433	7.552385	0.000000	
200.000000	193.500992	187.035950	180.637131	174.333542	168.149734	162.104858	156.212173	150.478943	144.906586	139.491028	134.223343	129.090286	124.075035	119.157753	114.316231	109.526405	104.762871	99.999344	95.209091	90.365379	85.441948	80.413506	75.256302	69.948792	64.472351	58.812134	52.957901	46.904945	40.654888	34.216351	27.605328	20.845190	13.966181	7.004354	0.000000	
200.000000	192.995499	186.033524	179.154373	172.394119	165.782974	159.344330	153.094177	147.041138	141.186844	135.526550	130.050064	124.742500	119.585258	114.556786	109.633331	104.789604	99.999344	95.235817	90.472290	85.682480	80.840981	75.923729	70.908516	65.775513	60.507877	55.092388	49.520096	43.786953	37.894367	31.849592	25.665897	19.362436	12.963747	6.498849	0.000000	
200.000000	192.447464	184.948273	177.552750	170.305573	163.243729	156.395325	149.779083	143.404617	137.273087	131.378296	125.707863	120.244408	114.966721	109.850800	104.870712	99.999352	95.209091	90.472290	85.761780	81.051270	76.315758	71.531921	66.678520	61.736870	56.691257	51.529449	46.243145	40.828411	35.286041	29.621756	23.846233	17.974915	12.027521	6.027296	0.000000	
200.000000	191.846100	183.759354	175.802795	168.031708	160.491074	153.214172	146.222244	139.525162	133.122604	127.005707	121.158691	115.560539	110.186432	105.008995	99.999367	95.128006	90.365379	85.682480	81.051270	76.445068	71.838867	67.209671	62.536789	57.802193	52.990841	48.091007	43.094620	37.997509	32.799637	27.505154	22.122364	16.663469	11.144127	5.582814	0.000000	
200.000000	191.177582	182.440277	173.867386	165.527390	157.474701	149.748047	142.370575	135.351181	128.686478	122.363228	116.360664	110.652641	105.209473	99.999390	94.989761	90.147942	85.441948	80.840981	76.315758	71.838867	67.384987	62.931114	58.456776	53.944279	49.378902	44.749126	40.046818	35.267376	30.409840	25.476862	20.474604	15.412471	10.302704	5.159834	0.000000	
