3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	3350.00	
0.00	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.94	1208.92	1208.87	1208.65	1207.76	1204.22	1190.05	1133.38	906.71	0.00	4122377.99	0.00	
0.00	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.42	566.41	566.37	566.22	565.66	563.56	555.68	526.14	415.38	0.00	4122377.99	0.00	
0.00	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.42	281.41	281.41	281.39	281.31	281.03	279.97	276.01	261.23	206.04	0.00	4122377.99	0.00	
0.00	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.93	141.92	141.88	141.74	141.20	139.20	131.74	103.90	0.00	4122377.99	0.00	
0.00	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.87	71.86	71.84	71.77	71.50	70.49	66.71	52.61	0.00	4122377.99	0.00	
0.00	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.43	36.42	36.38	36.24	35.73	33.82	26.67	0.00	4122377.99	0.00	
0.00	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.47	18.45	18.38	18.12	17.15	13.52	0.00	4122377.99	0.00	
0.00	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.37	9.36	9.35	9.32	9.19	8.69	6.86	0.00	4122377.99	0.00	
0.00	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.74	4.73	4.66	4.41	3.48	0.00	4122377.99	0.00	
0.00	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.41	2.40	2.36	2.24	1.76	0.00	4122377.99	0.00	
0.00	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.22	1.20	1.13	0.89	0.00	4122377.99	0.00	
0.00	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.61	0.57	0.45	0.00	4122377.99	0.00	
0.00	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.29	0.23	0.00	4122377.99	0.00	
0.00	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.15	0.12	0.00	4122377.99	0.00	
0.00	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.07	0.06	0.00	4122377.99	0.00	
0.00	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.04	0.03	0.00	4122377.99	0.00	
