0.100	9668	0.361154
0.200	4931	0.188635
0.300	3191	0.119812
0.400	2267	0.085795
0.500	1685	0.072654
0.600	1283	0.048958
0.700	 984	0.037561
0.800	 753	0.029190
0.900	 567	0.022113
1.000	 413	0.016316
1.100	 283	0.011666
1.200	 171	0.006689
1.300	  83	0.003835
1.400	2564	0.102748
1.500	 566	0.021100
1.600	 334	0.012458
1.700	 232	0.008630
1.800	 170	0.006354
1.900	 121	0.004507
2.000	  61	0.002301
