0.100	9813	0.262804
0.200	5141	0.138088
0.300	3430	0.093324
0.400	2524	0.069066
0.500	1958	0.053088
0.600	1567	0.043038
0.700	1279	0.035162
0.800	1058	0.029145
0.900	 881	0.024626
1.000	 737	0.020480
1.100	 616	0.017268
1.200	 512	0.014578
1.300	 423	0.012158
1.400	 344	0.010436
1.500	 274	0.008182
1.600	 210	0.006399
1.700	 151	0.004935
1.800	  92	0.003521
1.900	  99	0.003706
2.000	39686	1.051408
