0.100	9668	0.446725
0.200	4931	0.221486
0.300	3191	0.141699
0.400	2267	0.099666
0.500	1685	0.083718
0.600	1283	0.063811
0.700	 984	0.047543
0.800	 753	0.033196
0.900	 567	0.024988
1.000	 413	0.018176
1.100	 283	0.012443
1.200	 171	0.007516
1.300	  83	0.003662
1.400	2564	0.113341
1.500	 566	0.025514
1.600	 334	0.014955
1.700	 232	0.010224
1.800	 170	0.007703
1.900	 121	0.005298
2.000	  61	0.002698
