# t = 0.00 hr
# x	T
0.000000	300.000000
0.050000	200.000215
0.100000	150.000536
0.150000	125.001127
0.200000	112.502280
0.250000	106.254573
0.300000	103.134153
0.350000	101.580809
0.400000	100.817870
0.450000	100.463867
0.500000	100.341797
0.550000	100.390625
0.600000	100.634765
0.650000	101.196288
0.700000	102.355954
0.750000	104.693598
0.800000	109.378040
0.850000	118.751502
0.900000	137.500715
0.950000	175.000286
1.000000	300.000000


# t = 0.10 hr
# x	T
0.000000	300.000000
0.050000	300.000429
0.100000	200.001073
0.150000	150.002253
0.200000	125.004560
0.250000	112.509146
0.300000	106.268306
0.350000	103.161619
0.400000	101.635741
0.450000	100.927734
0.500000	100.683593
0.550000	100.781249
0.600000	101.269530
0.650000	102.392575
0.700000	104.711908
0.750000	109.387195
0.800000	118.756080
0.850000	137.503004
0.900000	175.001431
0.950000	290.000572
1.000000	300.000000


# t = 0.20 hr
# x	T
0.000000	300.000000
0.050000	276.002025
0.100000	252.005063
0.150000	240.010631
0.200000	170.021516
0.250000	135.043159
0.300000	117.586380
0.350000	108.922793
0.400000	104.720601
0.450000	102.878710
0.500000	102.476173
0.550000	103.311724
0.600000	105.803136
0.650000	111.196116
0.700000	122.187153
0.750000	144.271768
0.800000	188.492266
0.850000	249.932256
0.900000	258.338374
0.950000	278.535350
1.000000	300.000000


# t = 0.30 hr
# x	T
0.000000	300.000000
0.050000	275.045893
0.100000	248.974733
0.150000	228.270938
0.200000	205.142613
0.250000	193.625595
0.300000	147.001374
0.350000	123.877840
0.400000	112.693226
0.450000	107.855225
0.500000	106.944837
0.550000	109.506868
0.600000	116.822332
0.650000	132.548962
0.700000	164.550074
0.750000	204.129311
0.800000	213.853205
0.850000	233.369473
0.900000	253.010478
0.950000	276.660191
1.000000	300.000000


# t = 0.40 hr
# x	T
0.000000	300.000000
0.050000	276.707298
0.100000	252.488246
0.150000	231.809316
0.200000	208.631844
0.250000	192.256694
0.300000	172.857891
0.350000	163.673634
0.400000	133.897393
0.450000	121.069849
0.500000	118.777229
0.550000	125.873225
0.600000	145.905832
0.650000	171.644230
0.700000	180.775943
0.750000	197.613556
0.800000	214.105948
0.850000	235.152216
0.900000	255.371391
0.950000	277.860557
1.000000	300.000000


